TIC_ID,ESI_Score,Rp_Earth,Teq_K,Period_days,SNR,FPP,Source_File
TIC 357370384,0.7417,1.1183065054231496,415.7028240153539,13.493917771723602,5.577352980856705,0.02857142857142857,TIC_357370384_S57.json
