source_id,mission,instrument,sector,tic_id,stellar_radius,stellar_mass,stellar_teff,stellar_tmag,stellar_logg,stellar_ra,stellar_dec,bls_period,bls_power,bls_depth_ppm,tls_period,tls_sde,tls_snr,tls_odd_even_mismatch,cascade_status,cascade_confirmed,period,period_err,t0,duration_hours,depth,depth_ppm,rp_rs,rp_rs_err,impact_parameter,a_over_rs,inclination_deg,u1,u2,log_jitter,baseline,planet_radius_rearth,planet_radius_rjup,semi_major_axis_au,equilibrium_temperature_k,insolation_flux,stellar_density_gcm3,transit_depth_ppm,snr_adopted,snr_tls,snr_dutycycle,noise_ppm,cdpp_1hr_ppm,data_completeness,n_points,n_transits,residual_rms_ppm,transit_symmetry,timing_rms_min,fpp,is_false_positive,is_variable_star,is_binary_suspect,secondary_eclipse_depth_ppm,n_vetting_pass,n_vetting_fail,n_vetting_warn,vetting_flags,total_score,candidate_class,is_anomalous,anomaly_flags,fit_method,log_likelihood,r_hat_max,n_divergences,mcmc_converged,json_path,figure_dir,tid,novelty_status
TIC 58018570,TESS,TESS,17,58018570,0.802955,0.937,5395.65,9.98834,4.60043,5.59317050955633,33.3527063262088,2.030104052935507,92.02825987253553,4585.246763380901,2.031127160507304,5.737210356171226,72.32251013837258,0.4616278512450834,confirmed,True,2.0301198936650042,0.0020311271605073043,1765.9752082309853,1.5356978252865643,0.004585968029503951,4585.968029503951,0.0582970792718397,0.0,0.0,8.225979833306434,90.0,1.0,0.02470381769833385,-7.021954425317987,1.000037485064906,5.111547511563512,0.45551487154046794,0.030706169245208432,1216.9739200523588,519.9912873621718,2.552384709488243,3398.549451627162,72.32251013837258,72.32251013837258,0.7472679313034509,1543.0263093957806,1080.8863943777535,0.7701058130858703,13021,11,1315.9482856457507,0.9997634209528544,5.756331416286261e-10,0.0,False,False,False,81.93416996937763,8,0,0,,100.0,A,False,,map,67901.21035592396,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_58018570_S17.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_58018570/figures,58018570,NOVEL_CANDIDATE
TIC 57916666,TESS,TESS,17,57916666,0.763537,0.77,4796.0,7.8927,4.5589,4.5870400674696,30.9561465371252,1.7760873520498954,701.5641062966313,6682.444777244778,1.7728934333331434,4.367031492578078,46.32874828915685,1.1548240323412013,confirmed,True,1.7200936759731786,0.0017728934333331435,1763.9554510700586,2.2871434758696494,0.008770685624538643,8770.685624538643,0.04211084183095141,0.0,0.0,7.400529883146639,90.0,0.6230190379125908,-0.6143841556769126,-5.3501754248781195,0.9997262218644902,3.5110612758197086,0.31288775510892636,0.025753106599666033,1151.8186927522627,417.26068925633444,2.4393865627379445,1773.322999711407,46.32874828915685,46.32874828915685,0.7255868316453761,4769.5136306884215,4428.018667701339,0.7701058087576284,13021,13,4760.103319103947,0.9257456233680487,0.0,0.0,False,False,False,0.0,8,0,0,,100.0,A,False,,map,51155.269097870565,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_57916666_S17.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_57916666/figures,57916666,NOVEL_CANDIDATE
TIC 326682209,TESS,TESS,57,326682209,1.14755,1.09,5965.0,7.2731,4.35595,1.9670231497224,55.5770423444705,14.109682399392126,38.73421721789387,678.8342903063516,14.133447236601423,7.854927018645436,24.114892742708037,4.853347913377817,confirmed,True,16.523799524489437,0.014133447236601423,2863.2495410162755,5.425026532123482,0.0006184853976289872,618.4853976289872,0.01621902656158789,0.0,0.9667642888393715,22.063624508905885,87.48866041630424,0.3152283371275678,0.4424115055814801,-8.074265002857603,1.0000055837936837,2.0324075549557215,0.1811177269152199,0.1306712649235876,779.6701836865803,87.60213409615578,1.0171659410923535,263.05682260549344,24.114892742708037,24.114892742708037,0.21028389821465018,400.7761234793962,148.74201360542148,0.8685078074113433,17979,2,400.67453782479265,0.9894079604920365,0.0,0.2631578947368421,False,False,True,52.33065943510695,6,1,0,odd_even_mismatch,100.0,A,False,,map,115132.57657935157,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_326682209_S57.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_326682209/figures,326682209,NOVEL_CANDIDATE
TIC 373062137,TESS,TESS,18,373062137,0.919111,1.064,5876.0,10.4682,4.53827,0.438759432731815,74.4120817577702,22.872671814927685,27.451673820716433,4659.658914447528,11.528279757526013,8.548304710614033,23.0723408523693,,confirmed,True,11.552227335714395,0.011528279757526013,1791.3924980469633,2.1889135590659343,0.003274788962782882,3274.7889627828818,0.05980919562113246,0.0,0.29525112276228255,23.855937668482703,89.2908652191469,1.0,0.1384740728586192,-7.640052029830002,1.0000205408369425,6.002750929572936,0.5349343447142222,0.10210703804107114,777.5756409257656,86.66456663178904,1.9324928701471478,3577.1398808468903,23.0723408523693,23.0723408523693,0.21925544724171142,1422.821159225964,546.1464912940907,0.8829500230614148,14981,2,1392.396430298949,0.9945766167549299,0.0,0.0,False,False,False,0.0,7,0,0,,100.0,A,False,,map,77269.9770780558,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_373062137_S18.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_373062137/figures,373062137,NOVEL_CANDIDATE
TIC 357392128,TESS,TESS,42,357392128,1.04373,1.07,5885.0,9.0591,4.43028,2.3724692705331,12.3803589798309,14.260943437746844,43.775226771661536,1784.9664919720176,7.130882929728723,3.6351006968909854,19.866787838369653,,confirmed,True,7.117845817611846,0.0071308829297287235,2453.5751869811866,3.7870970332322758,0.0017857031071129015,1785.7031071129015,0.04308883419545823,0.0,0.00020313349273859652,15.279513910718004,89.9992382812778,0.14521069208666787,0.1255535864355262,-6.733731562372483,1.0000154775010213,4.910970314243318,0.43764046147882535,0.07407272033528976,974.3525370420929,213.66602123097192,1.3270871428161508,1856.6476323236907,19.866787838369653,19.866787838369653,0.23277962607195682,1376.799432796489,620.6194241646656,0.6688744364675022,11090,3,1352.449626522553,0.9724448080341862,0.0,0.014285714285714285,False,False,False,0.0,7,0,1,,100.0,A,False,,map,57525.60198929049,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_357392128_S42.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_357392128/figures,357392128,NOVEL_CANDIDATE
TIC 373150643,TESS,TESS,18,373150643,0.714477,0.937,5395.0,10.516,4.70183,1.69810300354861,73.9485272605218,23.06673852286133,18.66501988611645,4651.365220650794,11.666006868616156,8.172283286013188,17.376703236164545,,confirmed,True,11.651353699709428,0.011666006868616156,1791.4005851596457,1.8232762787102783,0.0027665294848867594,2766.5294848867593,0.05471290813131826,0.0,0.3037893754900413,29.64926992442286,89.41293145878416,1.0,0.17377905571965194,-7.624385501280007,1.0000200646863993,4.26866870693255,0.38040183981238845,0.09843029171397782,641.1001912012457,40.047425971315306,3.6228887339126215,2993.5023161860718,17.376703236164545,17.376703236164545,0.14655634811478208,1613.6119028024132,398.9427613778894,0.8892621317056588,15121,2,1596.1092999409136,0.9940933326667345,0.0,0.0,False,False,False,27.846095975281315,7,0,0,,100.0,A,False,,map,75929.26442805764,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_373150643_S18.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_373150643/figures,373150643,NOVEL_CANDIDATE
TIC 466442843,TESS,TESS,42,466442843,1.01035,1.02,5703.0,8.0977,4.43773,7.07918733311735,7.67328325123239,16.654979217635606,22.570081623822308,717.0201648446506,8.457533314253356,4.25752397965784,15.671384554126359,5.037706233299863,confirmed,True,8.43956443640477,0.008457533314253356,2452.292813049395,2.58664311476445,0.0005968858560081447,596.8858560081447,0.01364349255351217,0.0,0.47610822548924786,17.40597133989557,88.43258418660369,0.24531605973425297,0.1646983157042752,-8.142922174313316,1.000016695794831,1.505260974633891,0.13414113004801262,0.08166664803131868,884.7521899848152,145.26385552539705,1.3946486093338828,186.14488905774203,15.671384554126359,15.671384554126359,0.18295665294875293,490.0541764785632,243.9009993215959,0.6688747614757428,11090,3,489.4117169862253,0.8604245832186249,0.0,0.2523809523809524,False,False,True,0.0,6,1,1,odd_even_mismatch,100.0,A,False,,map,68907.29009355427,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_466442843_S42.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_466442843/figures,466442843,NOVEL_CANDIDATE
TIC 293344422,TESS,TESS,42,293344422,0.856038,0.962,5488.0,10.1228,4.55626,4.89537658361053,5.24780052491414,19.252562789870105,16.660885670545284,1349.7341631565353,9.639646894390452,9.227694915618201,14.87220322318823,,confirmed,True,9.629772970578756,0.009639646894390452,2451.310980728084,2.576374706083601,0.0014227833724682615,1422.7833724682614,0.03800743110156895,0.0,0.3409196921585794,21.982663165179755,89.1113887129567,0.0,-0.3088714697463756,-7.841612470412825,1.0000291428749204,3.552842528788969,0.316611085868552,0.08745145521632955,757.3241765260079,77.98269983642635,2.162599532423423,1444.5648189405106,14.87220322318823,14.87220322318823,0.17488353302935264,1194.819373464806,374.7080064620136,0.6671880243686353,11014,3,1180.6390361402853,0.9678048221147412,0.0,0.014285714285714285,False,False,False,0.0,7,0,1,,100.0,A,False,,map,58624.759470810044,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_293344422_S42.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_293344422/figures,293344422,NOVEL_CANDIDATE
TIC 407430919,TESS,TESS,18,407430919,0.756542,0.75,4705.0,9.4243,4.55546,5.92196415413379,75.0544784714333,11.631954100549944,25.404027466858782,2196.2540701557787,11.581733368004478,6.210820330818122,12.212065543170379,,confirmed,True,11.791489163788242,0.011581733368004478,1791.1863694492945,2.0058709304580438,0.0017805053261945591,1780.505326194559,0.039072165516121825,0.0,0.28825961562603525,25.872833524651327,89.36163153236461,0.420507713104782,0.14388160749479798,-7.452899792699927,1.000008024088279,3.22786173496778,0.28765046597493044,0.09212217356323402,594.7011499814805,29.652826384759205,2.4425434468826603,1526.6341181192195,12.212065543170379,12.212065543170379,0.16944561802436114,948.9060070576703,305.65121753631894,0.8893797103496677,15123,2,948.9060806751966,0.9646305052820807,0.0,0.0,False,False,False,0.0,7,0,0,,100.0,A,False,,map,83813.28745726366,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_407430919_S18.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_407430919/figures,407430919,NOVEL_CANDIDATE
TIC 194459612,TESS,TESS,17,194459612,0.800908,0.79,4837.0,8.5916,4.52853,4.18775993835299,41.0691634675609,23.009280548590993,26.18499367765236,926.9736456801736,11.651307944283293,10.12980494772063,11.184172017694761,,confirmed,True,12.958890850138559,0.011651307944283294,1774.8437202452274,4.129577610710722,0.001286971221670763,1286.971221670763,0.03876082681231299,0.0,0.0,24.966083985718836,90.0,0.007007316350788201,-0.6094230300574458,-6.837989203919306,1.0000153986764337,3.3899247864402167,0.3020926930902845,0.09982030735009506,604.3140186388109,31.617072671510808,2.1684996676408788,1502.4016951741219,11.184172017694761,11.184172017694761,0.1457473951823818,1222.2424536487704,295.95163252124837,0.7800072939917293,13087,2,1215.8692885005205,0.9528027639887527,0.0,0.0,False,False,False,31.870890377927452,7,0,0,,100.0,A,False,,map,69273.75977860903,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_194459612_S17.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_194459612/figures,194459612,NOVEL_CANDIDATE
