source_id,mission,instrument,sector,tic_id,stellar_radius,stellar_mass,stellar_teff,stellar_tmag,stellar_logg,stellar_ra,stellar_dec,bls_period,bls_power,bls_depth_ppm,tls_period,tls_sde,tls_snr,tls_odd_even_mismatch,cascade_status,cascade_confirmed,period,period_err,t0,duration_hours,depth,depth_ppm,rp_rs,rp_rs_err,impact_parameter,a_over_rs,inclination_deg,u1,u2,log_jitter,baseline,planet_radius_rearth,planet_radius_rjup,semi_major_axis_au,equilibrium_temperature_k,insolation_flux,stellar_density_gcm3,transit_depth_ppm,snr_adopted,snr_tls,snr_dutycycle,noise_ppm,cdpp_1hr_ppm,data_completeness,n_points,n_transits,residual_rms_ppm,transit_symmetry,timing_rms_min,fpp,is_false_positive,is_variable_star,is_binary_suspect,secondary_eclipse_depth_ppm,n_vetting_pass,n_vetting_fail,n_vetting_warn,vetting_flags,total_score,candidate_class,is_anomalous,anomaly_flags,fit_method,log_likelihood,r_hat_max,n_divergences,mcmc_converged,json_path,figure_dir,tid,novelty_status
TIC 373456697,TESS,TESS,18,373456697,0.984607,1.15,6109.0,10.0995,4.51224,3.92560172541669,74.2719026310122,14.44056258324094,8.166910804950886,1234.8810772881968,9.316177213443112,3.024844210773707,5.762523967753936,1.6935621668064955,period_mismatch,False,9.316177213443112,0.039212887435843946,1791.4275078002422,1.7798751061629041,0.0006180653104868039,618.0653104868039,0.022357556213866547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4038183642186413,0.2142159514132625,0.09078674076439054,887.3502768002994,146.97766314279187,1.6989838357999119,499.8603198562026,5.762523967753936,5.762523967753936,0.05474570905504455,1160.1252701235885,222.2027277591137,0.8893796816317631,15123,3,0.0,0.9846624865583312,0.0,0.02857142857142857,False,False,False,0.0,7,0,1,,50.0,C,False,,cascade_only,0.0,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_373456697_S18.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_373456697/figures,373456697,NOVEL_CANDIDATE
TIC 357370384,TESS,TESS,57,357370384,0.558646,0.552966,3805.0,9.05277,4.68649,2.11366444469788,17.4242931801397,28.732057856587748,7.914242750865395,828.0965717449851,13.493917771723602,6.112102025185875,5.577352980856705,0.701388195105507,period_mismatch,False,13.493917771723602,0.028163865482396133,2853.3791588488393,1.1522470876108182,0.000415532718617051,415.532718617051,0.01833199624104096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1183065054231496,0.099657734376586,0.0910520022005152,415.7028240153539,7.07950480647978,4.472687050813002,336.06208618153994,5.577352980856705,5.577352980856705,0.04738947165754048,663.3102644618607,144.410671588888,0.8684116772331535,17977,3,0.0,0.991632108444395,3.780698478444997e-10,0.02857142857142857,False,False,False,0.0,7,0,1,,50.0,C,False,,cascade_only,0.0,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_357370384_S57.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_357370384/figures,357370384,NOVEL_CANDIDATE
TIC 258866681,TESS,TESS,57,258866681,0.827538,0.91,5303.36,7.118,4.56153,1.2346731283706,23.2696286989997,18.596936791641955,8.072693803369736,220.639778402143,10.447391871264177,5.102079052474439,5.138577654083064,,period_mismatch,False,10.447391871264177,0.0341970785148078,2853.474148605535,2.244531502785186,0.00013421856809858745,134.21856809858747,0.010418697948867343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9414901726346016,0.08390077057370121,0.09063940343470747,706.7914369952977,59.16108069099389,2.26442384670774,108.54926694973258,5.138577654083064,5.138577654083064,0.0484804911985619,293.96520223338155,56.966496544880535,0.8680733958251803,17970,3,0.0,0.9978679941211169,0.0,0.0,False,False,False,3.7507427188554487,8,0,0,,50.0,C,False,,cascade_only,0.0,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_258866681_S57.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_258866681/figures,258866681,NOVEL_CANDIDATE
TIC 461342461,TESS,TESS,24,461342461,0.862875,0.87,5148.0,7.8295,4.50569,2.23848988757622,66.4566594154952,13.491214385543865,8.598092500577664,354.10801580715304,9.829080389727057,4.175921353209638,5.008734744874659,0.5908899641352103,period_mismatch,False,9.829080389727057,0.10104546024722172,1957.072180374628,3.5151734785368154,0.00016348786947972815,163.48786947972815,0.011498730992667414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0834582943707025,0.09655224071834255,0.08573266552137754,720.3507873652997,63.83327437312838,1.9096587062605355,132.2208144417301,5.008734744874659,5.008734744874659,0.04220475307929862,512.0866710495843,97.35526293494189,0.954416223917849,18194,3,0.0,0.9947800247143458,0.0,0.0,False,False,False,0.0,8,0,0,,50.0,C,False,,cascade_only,0.0,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_461342461_S24.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_461342461/figures,461342461,NOVEL_CANDIDATE
TIC 388583017,TESS,TESS,18,388583017,0.671354,0.76,4741.33,10.2463,4.66498,0.068221465327439,79.4122481445533,17.04087698337751,8.324318109493378,1468.6607697673714,11.29777069180695,2.955049596857961,4.677825644322844,,period_mismatch,False,11.29777069180695,inf,1791.1124102223698,1.1644421888495131,0.0008449797777755341,844.9797777755341,0.026141488008068002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9164446633488017,0.1707837093688135,0.08992856960120055,571.3889643489582,25.269600427862862,3.5419221678040356,683.3773952759632,4.677825644322844,4.677825644322844,0.056629748935466385,1264.5223188425362,273.3142565518772,0.8588217513774032,14253,3,0.0,0.9985368917098028,1.8903492392224985e-10,0.0,False,False,False,0.0,8,0,0,,50.0,C,False,,cascade_only,0.0,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_388583017_S18.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_388583017/figures,388583017,NOVEL_CANDIDATE
TIC 388633951,TESS,TESS,18,388633951,0.833351,0.948,5435.0,10.5082,4.57322,1.05603091986849,82.4096590573662,22.087963603743408,8.04241352611385,1459.2395636899846,4.4720008928110815,4.6550579726280175,4.495461765454657,1.1722358894735914,period_mismatch,False,4.4720008928110815,0.020741500057308127,1791.398922747259,0.7259192112194407,0.0006202295842336891,620.2295842336891,0.022396666632536994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0381012008984305,0.18162511541045015,0.052187763369652244,957.9302849526339,199.621169852503,2.309960844731071,501.610676248996,4.495461765454657,4.495461765454657,0.04202364549603616,1319.896061857946,254.95035584143932,0.8195203107970499,13191,5,0.0,0.9952151823173685,2.070773839769784e-10,0.0,False,False,False,0.0,8,0,0,,50.0,C,False,,cascade_only,0.0,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_388633951_S18.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_388633951/figures,388633951,NOVEL_CANDIDATE
TIC 461585810,TESS,TESS,18,461585810,0.842648,0.947,5433.0,10.1755,4.56313,1.15589646367885,86.9517517692107,22.505465579185152,8.106027685895356,1398.9087257285648,3.4897465270446957,6.258979711135817,4.2529875809407995,0.10907988218629552,period_mismatch,False,3.4897465270446957,0.008667195824696439,1791.3856463715404,0.5504950866840386,0.0004783709992016716,478.37099920167157,0.019669330075128433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8098815839446627,0.16128735482727363,0.044219167959903584,1046.0735859979125,283.87027974455077,2.231986480807837,386.8825456043519,4.2529875809407995,4.2529875809407995,0.03707391599138,1143.2233621270536,225.06173835993093,0.8604220833499561,14320,7,0.0,0.9911573808301751,2.4750481367540815e-10,0.0,False,False,False,62.91979610784093,8,0,0,,50.0,C,False,,cascade_only,0.0,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_461585810_S18.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_461585810/figures,461585810,NOVEL_CANDIDATE
TIC 327000122,TESS,TESS,17,327000122,0.675652,0.0,4284.39,8.2634,0.0,2.8381104228954,58.3499139335102,9.344652526513677,8.003630066100245,284.37781334267333,0.0,0.0,0.0,999.0,period_mismatch,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.6220608473552,114.30370503424952,0.7760727941879157,12858,0,0.0,0.0,0.0,0.3125,False,False,True,0.0,4,1,0,odd_even_mismatch,50.0,C,False,,cascade_only,0.0,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_327000122_S17.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_327000122/figures,327000122,NOVEL_CANDIDATE
TIC 388604517,TESS,TESS,18,388604517,0.782033,0.0,4720.0,10.7118,0.0,0.610530364787658,83.8284301012586,12.031637049953192,8.749342600511175,1918.5352969034452,0.0,0.0,0.0,999.0,period_mismatch,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1463.861485206588,284.1048214166211,0.8268176100585426,13430,0,0.0,0.0,0.0,0.3125,False,False,True,0.0,4,1,0,odd_even_mismatch,50.0,C,False,,cascade_only,0.0,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_388604517_S18.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_388604517/figures,388604517,NOVEL_CANDIDATE
TIC 405189795,TESS,TESS,42,405189795,0.763642,0.67,4298.0,9.7052,4.49836,3.62297353594702,7.80675752693826,14.930452763292626,7.213494688767435,850.5780539778129,10.162978184995614,3.53530179518996,5.843320437055486,1.2760144798291257,period_mismatch,False,10.162978184995614,0.05275229265120096,2452.581174527442,1.806859546914374,0.0006032256513645029,603.2256513645029,0.022087524658527077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8418372499180853,0.16413507971840374,0.08035327474367396,584.4054279751495,27.652088980281995,2.1217076743430185,487.8587455410417,5.843320437055486,5.843320437055486,0.06435822519705323,928.0602737784602,191.95040343115562,0.6681741099922018,11055,2,0.0,0.9997054844572144,0.0,0.015789473684210527,False,False,False,18.078304564239644,6,0,1,,49.76651059750894,C,False,,cascade_only,0.0,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_405189795_S42.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_405189795/figures,405189795,NOVEL_CANDIDATE
TIC 58732360,TESS,TESS,42,58732360,0.832237,0.64,4088.0,9.4103,4.40375,3.28835044918008,5.59527917955405,0.30853483054364833,9442.9021660176,408981.26167102344,0.6168909345576964,16.319193782315473,59.30254913132582,0.15306742215205096,confirmed,True,0.6170743685461064,0.0006168909345576964,2448.3549470922135,0.7049817965223409,0.47827597274285694,478275.97274285695,0.4959857471272947,0.0,0.0,3.158101893299437,90.0,1.0,1.0,-1.7533182894329,0.9683645591852339,45.074468544088425,4.01680522428226,0.012225021943597907,1487.6963261357344,1161.2564620044284,1.5657379493183066,246001.86135342074,59.30254913132582,59.30254913132582,0.6916094780337567,200083.39748409303,170047.99376686566,0.668874403330252,11090,38,173204.97630946536,0.9965234724191618,5.887778688386486e-09,0.3904761904761905,True,True,False,327942.2344823526,4,2,2,secondary_eclipse | stellar_variability,0.0,X,True,"Aktif yıldız + transit: LS_power=0.81, P_rot=0.15d | Fiziksel disi yaricap: 45.1 R_earth",map,3702.8037865725078,0.0,0,False,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/json/TIC_58732360_S42.json,/mnt/c/Users/Gamze/Desktop/projects/AstroTransit/outputs_discovery/targets/TIC_58732360/figures,58732360,NOVEL_CANDIDATE
