source_id,sector,period,planet_radius_rearth,equilibrium_temperature_k,snr_adopted,candidate_class,total_score,fit_method,is_false_positive,is_binary_suspect,status
TIC 238432056,17,,2.1005441513178473,1048.7869055529106,28.399098464563668,C,50.0,cascade_only,,,MAP_FOLLOWUP_DONE
TIC 352179145,17,,2.05344126772776,512.6115374550749,18.873118515051548,C,50.0,cascade_only,,,MAP_FOLLOWUP_DONE
TIC 439946042,17,,0.9790782087463893,797.7011918046511,7.452918378962293,A,100.0,map,,,MAP_FOLLOWUP_DONE
TIC 427332476,42,,1.1217177706125427,651.530536967885,7.207003944662037,A,100.0,map,,,MAP_FOLLOWUP_DONE
TIC 373513128,18,,1.3783644467831524,856.14882124529,6.566776389481527,A,100.0,map,,,MAP_FOLLOWUP_DONE
TIC 354532520,17,,0.7199786595598588,704.7444714272846,6.401414369732828,A,100.0,map,,,MAP_FOLLOWUP_DONE
TIC 283858887,57,,0.7229344672328794,769.1779179896932,5.690487137124583,A,100.0,map,,,MAP_FOLLOWUP_DONE
TIC 411524787,17,,0.9740414589419477,743.091258027508,6.802849996611548,A,100.0,map,,,MAP_FOLLOWUP_DONE
